22.12.2015 21:41;23.12.2015 05:43;82%;08:01;:);Drank coffee:Drank tea:Worked out;;0
23.12.2015 22:33;24.12.2015 06:01;79%;07:27;:);Drank coffee:Drank tea;;0
29.12.2015 22:44;30.12.2015 07:00;76%;08:16;:|;Drank coffee;;0
01.01.2016 23:53;02.01.2016 08:27;79%;08:33;:|;Drank coffee:Drank tea;71;0
02.01.2016 23:49;03.01.2016 08:13;85%;08:24;:);Drank coffee:Drank tea;65;0
03.01.2016 21:44;04.01.2016 05:35;69%;07:51;:);Drank coffee;;0
04.01.2016 22:17;05.01.2016 05:45;74%;07:28;:|;Drank coffee:Drank tea:Stressful day;;0
05.01.2016 22:18;06.01.2016 06:20;66%;08:01;:|;Drank coffee:Worked out;;0
13.01.2016 22:44;14.01.2016 06:20;72%;07:35;:|;Ate late:Drank coffee:Drank tea:Stressful day;;0
14.01.2016 22:10;15.01.2016 05:28;73%;07:17;:|;Drank coffee:Drank tea:Worked out;;0
17.01.2016 22:00;18.01.2016 05:30;76%;07:29;:|;Drank coffee:Drank tea:Worked out;;0
18.01.2016 21:56;19.01.2016 05:34;78%;07:38;;Ate late:Drank coffee:Drank tea;;0
19.01.2016 22:46;20.01.2016 06:35;75%;07:48;;Drank coffee:Drank tea:Worked out;;0
20.01.2016 21:13;21.01.2016 06:29;77%;09:15;;Drank coffee:Drank tea;;0
21.01.2016 21:33;22.01.2016 06:23;79%;08:50;;Drank coffee;;0
22.01.2016 22:17;23.01.2016 08:14;79%;09:57;;Drank coffee:Worked out;;0
24.01.2016 22:06;25.01.2016 06:30;85%;08:23;;Drank coffee:Drank tea:Worked out;;0
25.01.2016 22:27;26.01.2016 06:38;88%;08:10;;Drank coffee;;0
26.01.2016 22:58;27.01.2016 06:28;83%;07:29;;Drank coffee:Drank tea:Worked out;;0
27.01.2016 22:02;28.01.2016 05:23;84%;07:20;;Drank coffee:Drank tea:Worked out;;0
28.01.2016 22:11;29.01.2016 05:26;76%;07:15;;Drank coffee:Drank tea:Worked out;;0
29.01.2016 21:47;30.01.2016 06:06;88%;08:19;;Drank coffee:Drank tea:Worked out;;0
31.01.2016 22:58;01.02.2016 06:19;78%;07:20;;Drank coffee;;0
01.02.2016 22:02;02.02.2016 05:27;82%;07:25;;Drank coffee:Drank tea:Worked out;;0
02.02.2016 21:47;03.02.2016 05:20;72%;07:33;;Drank coffee:Worked out;;0
03.02.2016 22:54;04.02.2016 06:20;79%;07:26;;Drank coffee:Worked out;;0
04.02.2016 22:17;05.02.2016 06:53;74%;08:35;;Drank coffee:Stressful day:Worked out;;0
05.02.2016 23:45;06.02.2016 07:35;84%;07:50;;Drank coffee;;0
06.02.2016 22:55;07.02.2016 07:35;91%;08:40;;Drank tea;;0
08.02.2016 00:44;08.02.2016 07:45;68%;07:01;;Drank coffee:Drank tea;;0
08.02.2016 22:43;09.02.2016 06:40;77%;07:56;;Drank coffee:Drank tea:Worked out;;0
09.02.2016 21:57;10.02.2016 05:31;66%;07:33;;Drank coffee:Worked out;;0
13.02.2016 23:41;14.02.2016 05:11;38%;05:30;;Drank coffee;;0
14.02.2016 22:07;15.02.2016 05:53;84%;07:45;;Drank coffee:Stressful day;;0
15.02.2016 22:07;16.02.2016 05:25;76%;07:18;;Drank coffee:Worked out;;0
16.02.2016 22:20;17.02.2016 05:32;70%;07:12;;Drank coffee:Worked out;;0
17.02.2016 21:33;18.02.2016 06:24;90%;08:51;;Drank coffee:Stressful day:Worked out;;0
18.02.2016 22:47;19.02.2016 06:26;77%;07:39;;Drank coffee:Drank tea:Worked out;;0
20.02.2016 23:12;21.02.2016 07:41;69%;08:28;;Drank coffee;;0
22.02.2016 22:04;23.02.2016 06:23;85%;08:19;;Drank coffee;;0
23.02.2016 22:18;24.02.2016 06:25;94%;08:06;;Drank coffee:Worked out;;0
24.02.2016 21:59;25.02.2016 05:43;88%;07:44;;Drank tea:Worked out;;0
26.02.2016 00:15;26.02.2016 06:35;68%;06:20;;Drank tea:Worked out;;0
27.02.2016 23:33;28.02.2016 07:50;92%;08:17;;Drank coffee;;0
28.02.2016 22:19;29.02.2016 05:45;64%;07:25;;Drank tea;;0
29.02.2016 21:55;01.03.2016 06:22;78%;08:26;;Drank tea:Worked out;;0
01.03.2016 23:22;02.03.2016 05:50;70%;06:28;;Drank tea:Worked out;;0
02.03.2016 22:15;03.03.2016 06:21;95%;08:06;;Drank coffee:Drank tea:Worked out;;0
03.03.2016 22:01;04.03.2016 06:17;90%;08:16;;Drank tea:Worked out;;0
05.03.2016 23:20;06.03.2016 07:31;98%;08:11;;Drank tea;;0
06.03.2016 23:08;07.03.2016 06:19;70%;07:11;;Drank coffee:Drank tea;;0
07.03.2016 22:50;08.03.2016 06:22;75%;07:32;;Drank tea:Worked out;;0
08.03.2016 21:40;09.03.2016 06:25;91%;08:44;;Drank tea:Worked out;;0
09.03.2016 22:40;10.03.2016 05:49;79%;07:09;;Drank tea;;0
10.03.2016 21:35;11.03.2016 05:34;92%;07:58;;Drank tea:Worked out;;0
