05.01.2016;22:18:00;Sunday;06.01.2016;06:20:00;66%;08:01;:|;Drank coffee:Worked out;;0
13.01.2016;22:44:00;Monday;14.01.2016;06:20:00;72%;07:35;:|;Ate late:Drank coffee:Drank tea:Stressful day;;0
14.01.2016;22:10:00;Tuesday;15.01.2016;05:28:00;73%;07:17;:|;Drank coffee:Drank tea:Worked out;;0
17.01.2016;22:00:00;Wednesday;18.01.2016;05:30:00;76%;07:29;:|;Drank coffee:Drank tea:Worked out;;0
18.01.2016;21:56:00;Thursday;19.01.2016;05:34:00;78%;07:38;;Ate late:Drank coffee:Drank tea;;0
19.01.2016;22:46:00;Friday;20.01.2016;06:35:00;75%;07:48;;Drank coffee:Drank tea:Worked out;;0
20.01.2016;21:13:00;Saturday;21.01.2016;06:29:00;77%;09:15;;Drank coffee:Drank tea;;0
21.01.2016;21:33:00;Sunday;22.01.2016;06:23:00;79%;08:50;;Drank coffee;;0
22.01.2016;22:17:00;Monday;23.01.2016;08:14:00;79%;09:57;;Drank coffee:Worked out;;0
24.01.2016;22:06:00;Tuesday;25.01.2016;06:30:00;85%;08:23;;Drank coffee:Drank tea:Worked out;;0
25.01.2016;22:27:00;Wednesday;26.01.2016;06:38:00;88%;08:10;;Drank coffee;;0
26.01.2016;22:58:00;Thursday;27.01.2016;06:28:00;83%;07:29;;Drank coffee:Drank tea:Worked out;;0
27.01.2016;22:02:00;Friday;28.01.2016;05:23:00;84%;07:20;;Drank coffee:Drank tea:Worked out;;0
28.01.2016;22:11:00;Saturday;29.01.2016;05:26:00;76%;07:15;;Drank coffee:Drank tea:Worked out;;0
29.01.2016;21:47:00;Sunday;30.01.2016;06:06:00;88%;08:19;;Drank coffee:Drank tea:Worked out;;0
31.01.2016;22:58:00;Monday;01.02.2016;06:19:00;78%;07:20;;Drank coffee;;0
01.02.2016;22:02:00;Tuesday;02.02.2016;05:27:00;82%;07:25;;Drank coffee:Drank tea:Worked out;;0
02.02.2016;21:47:00;Wednesday;03.02.2016;05:20:00;72%;07:33;;Drank coffee:Worked out;;0
03.02.2016;22:54:00;Thursday;04.02.2016;06:20:00;79%;07:26;;Drank coffee:Worked out;;0
04.02.2016;22:17:00;Friday;05.02.2016;06:53:00;74%;08:35;;Drank coffee:Stressful day:Worked out;;0
05.02.2016;23:45:00;Saturday;06.02.2016;07:35:00;84%;07:50;;Drank coffee;;0
06.02.2016;22:55:00;Sunday;07.02.2016;07:35:00;91%;08:40;;Drank tea;;0
08.02.2016;00:44:00;Monday;08.02.2016;07:45:00;68%;07:01;;Drank coffee:Drank tea;;0
08.02.2016;22:43:00;Tuesday;09.02.2016;06:40:00;77%;07:56;;Drank coffee:Drank tea:Worked out;;0
09.02.2016;21:57:00;Wednesday;10.02.2016;05:31:00;66%;07:33;;Drank coffee:Worked out;;0
13.02.2016;23:41:00;Thursday;14.02.2016;05:11:00;38%;05:30;;Drank coffee;;0
14.02.2016;22:07:00;Friday;15.02.2016;05:53:00;84%;07:45;;Drank coffee:Stressful day;;0
15.02.2016;22:07:00;Saturday;16.02.2016;05:25:00;76%;07:18;;Drank coffee:Worked out;;0
16.02.2016;22:20:00;Sunday;17.02.2016;05:32:00;70%;07:12;;Drank coffee:Worked out;;0
17.02.2016;21:33:00;Monday;18.02.2016;06:24:00;90%;08:51;;Drank coffee:Stressful day:Worked out;;0
18.02.2016;22:47:00;Tuesday;19.02.2016;06:26:00;77%;07:39;;Drank coffee:Drank tea:Worked out;;0
20.02.2016;23:12:00;Wednesday;21.02.2016;07:41:00;69%;08:28;;Drank coffee;;0
22.02.2016;22:04:00;Thursday;23.02.2016;06:23:00;85%;08:19;;Drank coffee;;0
23.02.2016;22:18:00;Friday;24.02.2016;06:25:00;94%;08:06;;Drank coffee:Worked out;;0
24.02.2016;21:59:00;Saturday;25.02.2016;05:43:00;88%;07:44;;Drank tea:Worked out;;0
26.02.2016;00:15:00;Sunday;26.02.2016;06:35:00;68%;06:20;;Drank tea:Worked out;;0
27.02.2016;23:33:00;Monday;28.02.2016;07:50:00;92%;08:17;;Drank coffee;;0
28.02.2016;22:19:00;Tuesday;29.02.2016;05:45:00;64%;07:25;;Drank tea;;0
29.02.2016;21:55:00;Wednesday;01.03.2016;06:22:00;78%;08:26;;Drank tea:Worked out;;0
01.03.2016;23:22:00;Thursday;02.03.2016;05:50:00;70%;06:28;;Drank tea:Worked out;;0
02.03.2016;22:15:00;Friday;03.03.2016;06:21:00;95%;08:06;;Drank coffee:Drank tea:Worked out;;0
03.03.2016;22:01:00;Saturday;04.03.2016;06:17:00;90%;08:16;;Drank tea:Worked out;;0
05.03.2016;23:20:00;Sunday;06.03.2016;07:31:00;98%;08:11;;Drank tea;;0
06.03.2016;23:08:00;Monday;07.03.2016;06:19:00;70%;07:11;;Drank coffee:Drank tea;;0
07.03.2016;22:50:00;Tuesday;08.03.2016;06:22:00;75%;07:32;;Drank tea:Worked out;;0
08.03.2016;21:40:00;Wednesday;09.03.2016;06:25:00;91%;08:44;;Drank tea:Worked out;;0
09.03.2016;22:40:00;Thursday;10.03.2016;05:49:00;79%;07:09;;Drank tea;;0
10.03.2016;21:35:00;Friday;11.03.2016;05:34:00;92%;07:58;;Drank tea:Worked out;;0
12.03.2016;01:33:00;Saturday;12.03.2016;07:50:00;69%;06:17;;Drank coffee:Worked out;;0
12.03.2016;23:44:00;Sunday;13.03.2016;07:51:00;83%;07:07;;Drank tea;;0
13.03.2016;22:47:00;Monday;14.03.2016;05:40:00;82%;06:53;;Drank tea:Worked out;;0
14.03.2016;22:16:00;Tuesday;15.03.2016;05:46:00;79%;07:29;;Drank tea:Worked out;;0
15.03.2016;22:41:00;Wednesday;16.03.2016;06:25:00;85%;07:43;;Drank coffee:Drank tea:Worked out;;0
16.03.2016;22:25:00;Thursday;17.03.2016;07:05:00;90%;08:39;;Drank coffee:Worked out;;0
17.03.2016;22:46:00;Friday;18.03.2016;07:08:00;98%;08:22;;Drank coffee:Drank tea;;0
18.03.2016;22:17:00;Saturday;19.03.2016;07:47:00;87%;09:30;;Drank coffee;;0
20.03.2016;22:13:00;Sunday;21.03.2016;07:26:00;80%;09:13;;Drank coffee;;0
21.03.2016;22:37:00;Monday;22.03.2016;07:32:00;80%;08:54;;Drank coffee;;0
22.03.2016;21:22:00;Tuesday;23.03.2016;06:19:00;80%;08:56;;Drank coffee:Drank tea;;0
23.03.2016;22:06:00;Wednesday;24.03.2016;05:20:00;65%;07:13;;Drank coffee:Drank tea:Worked out;;0
27.03.2016;23:28:00;Thursday;28.03.2016;07:30:00;82%;08:01;;Drank coffee;;0
28.03.2016;23:32:00;Friday;29.03.2016;06:29:00;75%;06:56;;Drank coffee:Stressful day:Worked out;;0
29.03.2016;23:12:00;Saturday;30.03.2016;06:25:00;66%;07:13;;Drank coffee:Worked out;;0
30.03.2016;22:58:00;Sunday;31.03.2016;06:25:00;58%;07:26;;Drank coffee:Drank tea:Worked out;;0
31.03.2016;22:47:00;Monday;01.04.2016;06:30:00;89%;07:42;;Drank coffee:Drank tea:Worked out;;0
02.04.2016;21:20:00;Tuesday;03.04.2016;07:08:00;86%;09:47;;Drank coffee;;0
03.04.2016;21:44:00;Wednesday;04.04.2016;06:24:00;67%;08:39;;Drank coffee;;0
04.04.2016;21:23:00;Thursday;05.04.2016;06:29:00;62%;09:05;;Drank coffee;;0
05.04.2016;21:13:00;Friday;06.04.2016;06:24:00;81%;09:11;;Drank coffee:Worked out;;0
06.04.2016;23:00:00;Saturday;07.04.2016;05:55:00;73%;06:55;;Drank coffee:Drank tea:Worked out;;0
07.04.2016;21:48:00;Sunday;08.04.2016;05:49:00;81%;08:00;;Ate late:Drank coffee:Drank tea:Worked out;;0
09.04.2016;00:51:00;Monday;09.04.2016;07:21:00;53%;06:30;;Drank coffee:Drank tea:Worked out;;0
09.04.2016;22:59:00;Tuesday;10.04.2016;07:59:00;94%;09:00;;Drank coffee:Drank tea:Worked out;;0
10.04.2016;22:04:00;Wednesday;11.04.2016;05:16:00;67%;07:12;;Drank tea;;0
11.04.2016;22:35:00;Thursday;12.04.2016;05:54:00;82%;07:19;;Drank coffee:Drank tea:Stressful day:Worked out;;0
12.04.2016;22:18:00;Friday;13.04.2016;05:52:00;85%;07:33;;Drank coffee:Drank tea:Worked out;;0
13.04.2016;22:27:00;Saturday;14.04.2016;06:13:00;77%;07:45;;Drank coffee:Drank tea:Worked out;;0
14.04.2016;21:43:00;Sunday;15.04.2016;06:24:00;94%;08:41;;Drank coffee:Drank tea:Stressful day:Worked out;;0
15.04.2016;22:38:00;Monday;16.04.2016;07:25:00;81%;08:47;;Drank coffee:Drank tea;;0
17.04.2016;21:34:00;Tuesday;18.04.2016;06:26:00;75%;08:52;;Drank coffee:Drank tea;;0
19.04.2016;21:21:00;Wednesday;20.04.2016;06:20:00;79%;08:59;;Drank coffee:Drank tea:Worked out;;0
20.04.2016;21:25:00;Thursday;21.04.2016;05:35:00;81%;08:09;;Ate late:Drank coffee:Drank tea:Worked out;;0
21.04.2016;21:54:00;Friday;22.04.2016;05:35:00;79%;07:40;;;;0
22.04.2016;05:37:00;Saturday;22.04.2016;06:20:00;9%;00:42;;;;0
23.04.2016;00:46:00;Sunday;23.04.2016;07:54:00;65%;07:07;;Drank coffee:Drank tea:Worked out;;0
24.04.2016;22:30:00;Monday;25.04.2016;06:14:00;81%;07:43;;Drank tea;;0
25.04.2016;22:07:00;Tuesday;26.04.2016;05:39:00;87%;07:31;;Ate late:Drank coffee:Drank tea:Worked out;;0
26.04.2016;22:48:00;Wednesday;27.04.2016;06:20:00;74%;07:32;;Drank coffee:Drank tea:Worked out;;0
27.04.2016;22:24:00;Thursday;28.04.2016;06:25:00;92%;08:01;;Drank coffee:Drank tea:Worked out;;0
28.04.2016;22:23:00;Friday;29.04.2016;06:17:00;95%;07:53;;Drank coffee:Drank tea:Worked out;;0
29.04.2016;22:47:00;Saturday;30.04.2016;05:57:00;81%;07:09;;Drank coffee:Drank tea:Worked out;;0
01.05.2016;21:27:00;Sunday;02.05.2016;06:15:00;95%;08:47;;Drank coffee:Worked out;;0
02.05.2016;21:50:00;Monday;03.05.2016;06:20:00;85%;08:29;;Drank coffee:Worked out;;0
03.05.2016;22:19:00;Tuesday;04.05.2016;06:20:00;79%;08:01;;Drank coffee:Worked out;;0
04.05.2016;22:16:00;Wednesday;05.05.2016;06:30:00;83%;08:13;;Drank coffee:Drank tea:Worked out;;0
05.05.2016;22:20:00;Thursday;06.05.2016;06:15:00;89%;07:54;;Ate late:Drank coffee;;0
06.05.2016;23:07:00;Friday;07.05.2016;07:08:00;87%;08:00;;Drank coffee:Drank tea:Stressful day:Worked out;;0
07.05.2016;23:20:00;Saturday;08.05.2016;07:12:00;93%;07:51;;Drank coffee:Drank tea;;0
08.05.2016;23:44:00;Sunday;09.05.2016;06:20:00;74%;06:36;;Drank coffee:Drank tea;;0
09.05.2016;22:10:00;Monday;10.05.2016;05:41:00;83%;07:30;;Drank coffee:Drank tea:Worked out;;0
10.05.2016;23:10:00;Tuesday;11.05.2016;05:30:00;74%;06:20;;Drank coffee:Drank tea:Worked out;;0
11.05.2016;22:43:00;Wednesday;12.05.2016;06:25:00;80%;07:41;;Drank coffee:Drank tea:Worked out;;0
12.05.2016;23:50:00;Thursday;13.05.2016;06:50:00;83%;06:59;;Drank coffee:Drank tea:Worked out;;0
13.05.2016;23:08:00;Friday;14.05.2016;07:53:00;100%;08:45;;Drank coffee:Drank tea:Worked out;;0
15.05.2016;21:34:00;Saturday;16.05.2016;06:07:00;81%;08:33;;Drank tea;;0
16.05.2016;21:34:00;Sunday;17.05.2016;06:15:00;85%;08:40;;Drank coffee:Worked out;;0
17.05.2016;20:53:00;Monday;18.05.2016;06:10:00;83%;09:16;;Drank coffee:Worked out;;0
18.05.2016;22:26:00;Tuesday;19.05.2016;05:40:00;79%;07:14;;Drank coffee:Stressful day;;0
20.05.2016;00:00:00;Wednesday;20.05.2016;06:30:00;76%;06:30;;Drank coffee:Worked out;;0
20.05.2016;23:14:00;Thursday;21.05.2016;07:34:00;91%;08:19;;Drank coffee:Worked out;;0
23.05.2016;22:34:00;Friday;24.05.2016;05:30:00;75%;06:55;;Drank coffee;;0
24.05.2016;22:00:00;Saturday;25.05.2016;05:35:00;90%;07:35;;Drank coffee:Worked out;;0
25.05.2016;22:21:00;Sunday;26.05.2016;06:31:00;88%;08:09;;Drank coffee:Worked out;;0
26.05.2016;22:08:00;Monday;27.05.2016;06:19:00;89%;08:11;;Drank coffee:Worked out;;0
28.05.2016;00:19:00;Tuesday;28.05.2016;07:15:00;72%;06:56;;Drank coffee:Worked out;;0
29.05.2016;22:04:00;Wednesday;30.05.2016;06:40:00;100%;08:36;;Drank coffee;;0
30.05.2016;22:07:00;Thursday;31.05.2016;06:08:00;72%;08:00;;Drank coffee:Stressful day;;0
31.05.2016;23:02:00;Friday;01.06.2016;06:31:00;70%;07:28;;Drank coffee:Worked out;;0
01.06.2016;23:01:00;Saturday;02.06.2016;05:48:00;67%;06:46;;Drank coffee:Worked out;;0
02.06.2016;22:51:00;Sunday;03.06.2016;05:31:00;65%;06:39;;Drank coffee:Worked out;;0
05.06.2016;22:33:00;Monday;06.06.2016;05:51:00;71%;07:18;;Worked out;;0
06.06.2016;23:26:00;Tuesday;07.06.2016;05:31:00;70%;06:05;;Drank coffee:Worked out;;0
07.06.2016;22:32:00;Wednesday;08.06.2016;05:32:00;77%;06:59;;Drank coffee:Worked out;;0
08.06.2016;21:56:00;Thursday;09.06.2016;06:16:00;76%;08:20;;Drank coffee:Worked out;;0
09.06.2016;22:07:00;Friday;10.06.2016;06:35:00;87%;08:27;;Ate late:Drank coffee:Worked out;;0
11.06.2016;22:42:00;Saturday;12.06.2016;08:41:00;93%;09:58;;Drank tea;;0
12.06.2016;22:52:00;Sunday;13.06.2016;06:32:00;77%;07:39;;Drank tea;;0
13.06.2016;22:03:00;Monday;14.06.2016;06:26:00;82%;08:22;;Drank tea:Worked out;;0
14.06.2016;22:32:00;Tuesday;15.06.2016;06:30:00;68%;07:58;;Drank coffee:Drank tea;;0
16.06.2016;00:46:00;Wednesday;16.06.2016;06:25:00;64%;05:38;;Drank coffee:Drank tea:Worked out;;0
16.06.2016;22:06:00;Thursday;17.06.2016;06:01:00;83%;07:54;;Drank coffee:Drank tea:Worked out;;0
17.06.2016;23:28:00;Friday;18.06.2016;07:23:00;79%;07:54;;Drank coffee:Drank tea:Worked out;;0
19.06.2016;23:00:00;Saturday;20.06.2016;06:00:00;74%;06:59;;Drank coffee;;0
20.06.2016;22:34:00;Sunday;21.06.2016;05:50:00;83%;07:15;;Drank coffee:Worked out;;0
21.06.2016;22:11:00;Monday;22.06.2016;05:40:00;83%;07:29;;Drank coffee:Worked out;;0
22.06.2016;22:41:00;Tuesday;23.06.2016;06:22:00;82%;07:41;;Drank coffee:Worked out;;0
23.06.2016;22:32:00;Wednesday;24.06.2016;06:32:00;86%;08:00;;Drank coffee:Worked out;;0
26.06.2016;22:16:00;Thursday;27.06.2016;06:30:00;64%;08:14;;Drank coffee;;0
27.06.2016;23:48:00;Friday;28.06.2016;06:47:00;62%;06:58;;Drank coffee:Stressful day:Worked out;;0
28.06.2016;23:10:00;Saturday;29.06.2016;06:35:00;77%;07:25;;Drank coffee:Worked out;;0
29.06.2016;22:32:00;Sunday;30.06.2016;05:55:00;83%;07:23;;Drank coffee:Stressful day:Worked out;;0
01.07.2016;23:32:00;Monday;02.07.2016;07:32:00;90%;08:00;;Drank coffee;;0
03.07.2016;21:49:00;Tuesday;04.07.2016;06:02:00;86%;08:12;;;;0
04.07.2016;21:39:00;Wednesday;05.07.2016;05:50:00;85%;08:11;;Drank coffee:Worked out;;0
05.07.2016;22:48:00;Thursday;06.07.2016;06:05:00;75%;07:16;;Drank coffee:Stressful day:Worked out;;0
06.07.2016;22:13:00;Friday;07.07.2016;06:15:00;92%;08:02;;Drank coffee:Worked out;;0
07.07.2016;22:53:00;Saturday;08.07.2016;07:05:00;96%;08:12;;Drank coffee:Worked out;;0
10.07.2016;22:18:00;Sunday;11.07.2016;06:17:00;85%;07:59;;Drank coffee;;0
11.07.2016;21:24:00;Monday;12.07.2016;06:15:00;99%;08:50;;Drank coffee:Worked out;;0
12.07.2016;22:02:00;Tuesday;13.07.2016;06:15:00;96%;08:13;;Drank coffee:Worked out;;0
13.07.2016;23:13:00;Wednesday;14.07.2016;06:15:00;78%;07:02;;Drank coffee:Worked out;;0
14.07.2016;22:39:00;Thursday;15.07.2016;06:15:00;84%;07:35;;Drank coffee:Stressful day:Worked out;;0
16.07.2016;00:32:00;Friday;16.07.2016;08:19:00;87%;07:47;;Drank coffee:Worked out;;0
16.07.2016;23:20:00;Saturday;17.07.2016;07:31:00;98%;08:10;;Drank coffee:Worked out;;0
17.07.2016;22:23:00;Sunday;18.07.2016;06:00:00;76%;07:37;;Drank coffee:Worked out;;0
18.07.2016;22:57:00;Monday;19.07.2016;06:05:00;77%;07:08;;Drank coffee:Stressful day:Worked out;;0
19.07.2016;22:36:00;Tuesday;20.07.2016;05:50:00;77%;07:14;;Drank coffee:Worked out;;0
20.07.2016;22:25:00;Wednesday;21.07.2016;05:56:00;82%;07:30;;Drank coffee:Worked out;;0
21.07.2016;23:07:00;Thursday;22.07.2016;07:00:00;87%;07:52;;Drank coffee:Worked out;;0
22.07.2016;22:20:00;Friday;23.07.2016;07:56:00;99%;09:35;;Drank coffee;;0
23.07.2016;23:47:00;Saturday;24.07.2016;07:56:00;74%;08:09;;Drank coffee;;0
24.07.2016;22:45:00;Sunday;25.07.2016;06:14:00;81%;07:28;;Drank coffee:Worked out;;0
25.07.2016;21:54:00;Monday;26.07.2016;06:02:00;86%;08:07;;Drank coffee:Worked out;;0
26.07.2016;23:03:00;Tuesday;27.07.2016;06:11:00;84%;07:07;;Drank coffee:Worked out;;0
27.07.2016;22:49:00;Wednesday;28.07.2016;07:11:00;95%;08:21;;Drank coffee:Stressful day:Worked out;;0
28.07.2016;22:25:00;Thursday;29.07.2016;03:35:00;35%;05:10;;Drank coffee;;0
16.08.2016;22:05:00;Friday;17.08.2016;05:50:00;96%;07:44;;Drank coffee:Drank tea:Stressful day;;0
17.08.2016;22:42:00;Saturday;18.08.2016;06:15:00;78%;07:33;;Ate late:Drank coffee:Worked out;;7200
18.08.2016;21:58:00;Sunday;19.08.2016;06:23:00;36%;08:24;;Drank coffee:Worked out;;3444
20.08.2016;22:04:00;Monday;21.08.2016;08:33:00;56%;10:28;;Drank coffee;;7901
21.08.2016;22:08:00;Tuesday;22.08.2016;06:20:00;52%;08:11;;Drank coffee:Drank tea;;3786
22.08.2016;22:13:00;Wednesday;23.08.2016;06:22:00;35%;08:09;;Drank coffee:Worked out;;2668
23.08.2016;23:08:00;Thursday;24.08.2016;06:38:00;51%;07:30;;Drank coffee:Worked out;;4213
24.08.2016;21:51:00;Friday;25.08.2016;06:10:00;54%;08:19;;Drank coffee:Worked out;;2210
25.08.2016;22:06:00;Saturday;26.08.2016;06:19:00;55%;08:13;;Drank coffee:Worked out;;3040
26.08.2016;23:49:00;Sunday;27.08.2016;07:26:00;46%;07:37;;Drank coffee:Worked out;;3887
27.08.2016;23:52:00;Monday;28.08.2016;08:25:00;48%;08:33;;Drank coffee;;5631
28.08.2016;22:52:00;Tuesday;29.08.2016;06:40:00;36%;07:48;;Drank coffee;;10059
29.08.2016;22:10:00;Wednesday;30.08.2016;06:20:00;40%;08:09;;Drank coffee:Worked out;;3698
30.08.2016;22:21:00;Thursday;31.08.2016;06:20:00;49%;07:59;;Drank coffee:Worked out;;4399
31.08.2016;22:33:00;Friday;01.09.2016;06:20:00;49%;07:47;;Drank coffee:Worked out;;4015
01.09.2016;23:08:00;Saturday;02.09.2016;05:58:00;54%;06:50;;Drank coffee:Worked out;;4374
02.09.2016;22:38:00;Sunday;03.09.2016;07:47:00;67%;09:09;;Drank coffee;;5038
04.09.2016;23:28:00;Monday;05.09.2016;08:00:00;61%;08:32;;Drank coffee;;827
05.09.2016;21:00:00;Tuesday;06.09.2016;06:20:00;41%;09:20;;Drank tea:Worked out;;2542
06.09.2016;22:11:00;Wednesday;07.09.2016;06:22:00;70%;08:10;;Drank tea:Worked out;;7370
07.09.2016;22:31:00;Thursday;08.09.2016;06:21:00;69%;07:50;;Drank tea:Worked out;;5658
08.09.2016;22:28:00;Friday;09.09.2016;06:10:00;61%;07:41;;Drank tea:Worked out;;7107
10.09.2016;00:45:00;Saturday;10.09.2016;07:06:00;58%;06:21;;Drank coffee:Worked out;;7048
10.09.2016;22:44:00;Sunday;11.09.2016;06:01:00;33%;07:17;;Drank tea;;6925
11.09.2016;23:05:00;Monday;12.09.2016;06:20:00;60%;07:14;;Drank coffee;;1130
12.09.2016;22:46:00;Tuesday;13.09.2016;06:20:00;67%;07:34;;Drank tea:Worked out;;7025
13.09.2016;21:55:00;Wednesday;14.09.2016;06:07:00;59%;08:12;;Drank tea:Worked out;;5955
14.09.2016;22:26:00;Thursday;15.09.2016;06:20:00;65%;07:53;;Drank tea:Worked out;;9243
17.09.2016;22:26:00;Friday;18.09.2016;08:22:00;70%;09:56;;Drank coffee;;908
18.09.2016;22:28:00;Saturday;19.09.2016;06:24:00;57%;07:55;;Drank coffee:Worked out;;2191
19.09.2016;22:14:00;Sunday;20.09.2016;06:22:00;60%;08:07;;Drank tea:Worked out;;11650
20.09.2016;22:39:00;Monday;21.09.2016;06:15:00;57%;07:36;;Drank tea:Worked out;;10842
21.09.2016;22:11:00;Tuesday;22.09.2016;06:11:00;60%;07:59;;Drank tea;;5765
22.09.2016;22:26:00;Wednesday;23.09.2016;06:55:00;70%;08:29;;Drank tea:Worked out;;8047
25.09.2016;22:53:00;Thursday;26.09.2016;06:24:00;58%;07:31;;Drank coffee:Drank tea:Worked out;;359
26.09.2016;22:17:00;Friday;27.09.2016;06:20:00;55%;08:03;;Drank tea:Stressful day:Worked out;;8733
27.09.2016;22:22:00;Saturday;28.09.2016;06:06:00;55%;07:44;;Drank tea:Worked out;;6963
28.09.2016;23:10:00;Sunday;29.09.2016;06:20:00;60%;07:09;;Drank coffee:Drank tea:Worked out;;10392
29.09.2016;22:50:00;Monday;30.09.2016;06:20:00;53%;07:29;;Drank coffee:Worked out;;7230
01.10.2016;00:06:00;Tuesday;01.10.2016;08:27:00;67%;08:20;;Drank coffee:Drank tea:Worked out;;7255
01.10.2016;23:23:00;Wednesday;02.10.2016;07:50:00;55%;08:26;;Drank coffee;;4555
02.10.2016;23:29:00;Thursday;03.10.2016;06:25:00;54%;06:56;;Drank coffee:Drank tea;;8954
03.10.2016;22:24:00;Friday;04.10.2016;06:03:00;62%;07:38;;Drank coffee:Drank tea:Worked out;;9726
04.10.2016;21:53:00;Saturday;05.10.2016;06:21:00;66%;08:28;;Drank tea:Worked out;;8587
05.10.2016;22:33:00;Sunday;06.10.2016;06:21:00;54%;07:48;;Drank tea:Worked out;;8612
07.10.2016;00:07:00;Monday;07.10.2016;06:40:00;52%;06:33;;Drank tea:Worked out;;8737
07.10.2016;23:18:00;Tuesday;08.10.2016;07:20:00;71%;08:02;;Drank coffee:Drank tea:Worked out;;10375
10.10.2016;22:38:00;Wednesday;11.10.2016;06:28:00;59%;07:49;;Drank coffee:Drank tea:Worked out;;21870
11.10.2016;22:28:00;Thursday;12.10.2016;06:14:00;56%;07:45;;Drank tea:Worked out;;10106
12.10.2016;22:48:00;Friday;13.10.2016;06:05:00;65%;07:16;;Drank coffee:Worked out;;9308
13.10.2016;22:26:00;Saturday;14.10.2016;06:30:00;61%;08:04;;Drank coffee:Worked out;;8406
15.10.2016;23:00:00;Sunday;16.10.2016;07:31:00;71%;08:30;;Drank coffee;;779
16.10.2016;22:52:00;Monday;17.10.2016;06:20:00;50%;07:27;;Drank coffee:Drank tea;;3932
17.10.2016;22:53:00;Tuesday;18.10.2016;06:27:00;63%;07:34;;Drank coffee:Drank tea:Worked out;;10266
18.10.2016;22:34:00;Wednesday;19.10.2016;06:10:00;67%;07:35;;Drank coffee:Stressful day:Worked out;;10540
19.10.2016;22:13:00;Thursday;20.10.2016;05:49:00;64%;07:35;;Drank coffee:Worked out;;8164
20.10.2016;22:14:00;Friday;21.10.2016;06:33:00;67%;08:19;;Drank coffee:Drank tea:Worked out;;7271
22.10.2016;01:38:00;Saturday;22.10.2016;07:18:00;54%;05:39;;Drank coffee:Drank tea;;6044
23.10.2016;00:07:00;Sunday;23.10.2016;08:47:00;81%;08:40;;Drank coffee;;7682
23.10.2016;22:21:00;Monday;24.10.2016;06:23:00;66%;08:01;;Drank coffee:Drank tea;;6719
24.10.2016;23:04:00;Tuesday;25.10.2016;06:25:00;65%;07:21;;Drank coffee:Drank tea:Worked out;;8273
25.10.2016;22:48:00;Wednesday;26.10.2016;06:35:00;69%;07:46;;Drank tea:Worked out;;6366
26.10.2016;22:55:00;Thursday;27.10.2016;06:26:00;72%;07:30;;Drank coffee:Drank tea:Worked out;;9368
27.10.2016;23:03:00;Friday;28.10.2016;06:35:00;63%;07:32;;Drank coffee:Drank tea:Worked out;;7967
29.10.2016;00:16:00;Saturday;29.10.2016;07:51:00;66%;07:34;;Drank coffee:Drank tea;;8641
30.10.2016;22:46:00;Sunday;31.10.2016;06:10:00;68%;07:23;;Drank coffee:Worked out;;1283
01.11.2016;22:19:00;Monday;02.11.2016;05:57:00;68%;07:37;;Drank tea:Stressful day:Worked out;;4542
02.11.2016;22:52:00;Tuesday;03.11.2016;06:30:00;72%;07:38;;Drank coffee:Drank tea:Stressful day;;2870
04.11.2016;00:13:00;Wednesday;04.11.2016;06:15:00;52%;06:01;;Drank coffee:Drank tea:Stressful day;;10506
04.11.2016;22:49:00;Thursday;05.11.2016;07:58:00;80%;09:08;;Drank coffee:Stressful day;;6716
06.11.2016;21:58:00;Friday;07.11.2016;05:47:00;65%;07:49;;Drank coffee;;6623
07.11.2016;22:16:00;Saturday;08.11.2016;05:51:00;70%;07:35;;Drank tea:Worked out;;6608
08.11.2016;22:51:00;Sunday;09.11.2016;05:48:00;62%;06:56;;Drank coffee:Drank tea:Worked out;;7119
09.11.2016;22:37:00;Monday;10.11.2016;05:55:00;65%;07:17;;Drank coffee:Drank tea:Worked out;;8981
10.11.2016;23:58:00;Tuesday;11.11.2016;07:19:00;56%;07:20;;Drank coffee:Drank tea:Worked out;;7385
11.11.2016;23:25:00;Wednesday;12.11.2016;07:16:00;74%;07:51;;Drank coffee:Drank tea;;737
15.11.2016;22:14:00;Thursday;16.11.2016;07:35:00;72%;09:20;;Drank tea;;5274
16.11.2016;23:10:00;Friday;17.11.2016;07:07:00;70%;07:56;;Drank coffee;;2670
17.11.2016;23:15:00;Saturday;18.11.2016;06:59:00;73%;07:44;;Drank tea;;5825
18.11.2016;23:37:00;Sunday;19.11.2016;07:13:00;70%;07:36;;Drank coffee:Drank tea;;5971
19.11.2016;23:47:00;Monday;20.11.2016;07:53:00;81%;08:05;;Drank tea;;1540
20.11.2016;23:00:00;Tuesday;21.11.2016;07:02:00;80%;08:01;;Drank coffee:Drank tea;;847
21.11.2016;22:38:00;Wednesday;22.11.2016;05:40:00;68%;07:01;;Drank coffee:Drank tea;;6149
22.11.2016;21:26:00;Thursday;23.11.2016;05:40:00;80%;08:13;;Drank tea:Worked out;;10585
23.11.2016;22:44:00;Friday;24.11.2016;06:10:00;73%;07:25;;Drank coffee:Drank tea:Worked out;;10248
24.11.2016;22:00:00;Saturday;25.11.2016;06:39:00;88%;08:39;;Drank tea:Worked out;;6536
25.11.2016;23:09:00;Sunday;26.11.2016;07:40:00;89%;08:30;;Drank coffee:Drank tea;;5628
27.11.2016;22:01:00;Monday;28.11.2016;06:18:00;75%;08:16;;Drank tea;;595
